cust_id,age,gender,category,purchase_amount,rating,discount,subscribed,payment_method,cluster
103,51,Male,Clothing,67.0,4.8,1,1,Credit Card,2
104,54,Male,Clothing,89.0,4.0,1,1,Other,2
105,55,Male,Jewelry & Accessories,24.0,4.4,1,1,PayPal,2
106,69,Male,Jewelry & Accessories,96.0,3.6,1,1,Other,2
107,64,Male,Clothing,35.0,3.7,1,1,Credit Card,2
108,28,Male,Clothing,67.0,3.1,1,1,PayPal,2
109,70,Male,Clothing,79.0,3.4,1,1,Other,2
110,58,Male,Clothing,85.0,2.6,1,1,Other,2
111,56,Male,Jewelry & Accessories,26.0,4.0,1,1,Other,2
112,26,Male,Jewelry & Accessories,75.0,5.0,1,1,Credit Card,2
113,37,Male,Jewelry & Accessories,65.0,4.3,1,1,PayPal,2
114,44,Male,Jewelry & Accessories,54.0,3.1,1,1,PayPal,2
115,70,Male,Clothing,95.0,3.7,1,1,Cash,2
116,53,Male,Clothing,94.0,3.8,1,1,Debit Card,2
117,55,Male,Clothing,86.0,3.4,1,1,Other,2
118,50,Male,Clothing,32.0,4.6,1,1,Cash,2
119,50,Male,Clothing,45.0,4.8,1,1,Cash,2
120,38,Male,Clothing,76.0,4.3,1,1,Cash,2
121,64,Male,Jewelry & Accessories,84.0,4.0,1,1,Other,2
122,19,Male,Clothing,72.0,4.2,1,1,Cash,2
123,40,Male,Jewelry & Accessories,40.0,4.8,1,1,Cash,2
124,57,Male,Clothing,89.0,3.1,1,1,Cash,2
125,44,Male,Clothing,86.0,3.1,1,1,PayPal,2
126,49,Male,Clothing,54.0,3.6,1,1,Other,2
127,43,Male,Clothing,36.0,3.9,1,1,Cash,2
128,24,Male,Clothing,89.0,4.8,1,1,Credit Card,2
129,20,Male,Jewelry & Accessories,32.0,4.7,1,1,Credit Card,2
130,24,Male,Clothing,67.0,4.2,1,1,PayPal,2
131,44,Male,Jewelry & Accessories,39.0,3.7,1,1,PayPal,2
132,28,Male,Clothing,29.0,3.9,1,1,Credit Card,2
133,30,Male,Jewelry & Accessories,58.0,4.7,1,1,PayPal,2
134,52,Male,Clothing,65.0,2.5,1,1,Other,2
135,43,Male,Jewelry & Accessories,94.0,4.9,1,1,Cash,2
136,43,Male,Clothing,81.0,4.1,1,1,PayPal,2
137,39,Male,Clothing,86.0,3.3,1,1,Debit Card,2
138,68,Male,Clothing,43.0,4.7,1,1,PayPal,2
139,68,Male,Clothing,29.0,4.4,1,1,Other,2
140,49,Male,Clothing,95.0,3.8,1,1,Other,2
141,63,Male,Clothing,28.0,3.9,1,1,Credit Card,2
142,56,Male,Jewelry & Accessories,46.0,4.9,1,1,PayPal,2
143,37,Male,Clothing,58.0,3.1,1,1,Credit Card,2
144,30,Male,Clothing,48.0,2.7,1,1,PayPal,2
145,19,Male,Clothing,43.0,3.2,1,1,Cash,2
146,24,Male,Jewelry & Accessories,95.0,4.5,1,1,Debit Card,2
147,52,Male,Clothing,30.0,4.0,1,1,Other,2
148,63,Male,Clothing,64.0,3.5,1,1,Other,2
149,37,Male,Jewelry & Accessories,90.0,2.6,1,1,Debit Card,2
150,38,Male,Clothing,76.0,3.2,1,1,PayPal,2
151,35,Male,Clothing,96.0,4.9,1,1,Debit Card,2
152,28,Male,Jewelry & Accessories,47.0,4.5,1,1,Other,2
153,30,Male,Clothing,85.0,4.3,1,1,Other,2
154,69,Male,Clothing,55.0,3.2,1,1,Debit Card,2
155,41,Male,Clothing,98.0,3.6,1,1,Other,2
156,63,Male,Clothing,77.0,4.3,1,1,Other,2
157,35,Male,Clothing,26.0,4.0,1,1,Debit Card,2
158,36,Male,Jewelry & Accessories,68.0,3.0,1,1,Other,2
159,25,Male,Clothing,73.0,4.1,1,1,Other,2
160,58,Male,Jewelry & Accessories,27.0,3.8,1,1,Other,2
161,27,Male,Jewelry & Accessories,23.0,4.6,1,1,Other,2
162,65,Male,Jewelry & Accessories,49.0,3.0,1,1,Other,2
163,54,Male,Jewelry & Accessories,74.0,3.0,1,1,PayPal,2
164,54,Male,Clothing,67.0,3.4,1,1,Debit Card,2
165,59,Male,Jewelry & Accessories,65.0,2.6,1,1,Credit Card,2
166,42,Male,Jewelry & Accessories,60.0,2.8,1,1,Cash,2
167,46,Male,Clothing,31.0,4.0,1,1,Cash,2
168,33,Male,Jewelry & Accessories,27.0,4.0,1,1,Credit Card,2
169,34,Male,Clothing,80.0,3.0,1,1,Cash,2
170,27,Male,Clothing,30.0,3.3,1,1,PayPal,2
171,52,Male,Clothing,25.0,2.6,1,1,Other,2
172,29,Male,Clothing,35.0,3.6,1,1,Credit Card,2
173,54,Male,Jewelry & Accessories,67.0,3.9,1,1,Credit Card,2
174,25,Male,Jewelry & Accessories,46.0,3.4,1,1,Cash,2
175,41,Male,Clothing,35.0,3.5,1,1,Other,2
176,53,Male,Clothing,86.0,2.8,1,1,Other,2
177,53,Male,Jewelry & Accessories,81.0,2.7,1,1,Credit Card,2
178,21,Male,Clothing,42.0,3.7,1,1,Other,2
179,61,Male,Clothing,43.0,4.3,1,1,PayPal,2
180,64,Male,Clothing,31.0,4.9,1,1,Other,2
181,51,Male,Clothing,81.0,3.3,1,1,Debit Card,2
182,32,Male,Clothing,61.0,4.7,1,1,Other,2
183,38,Male,Jewelry & Accessories,96.0,2.8,1,1,Debit Card,2
184,58,Male,Clothing,29.0,3.6,1,1,Credit Card,2
185,32,Male,Clothing,33.0,3.0,1,1,Cash,2
186,46,Male,Clothing,32.0,4.5,1,1,Other,2
187,39,Male,Jewelry & Accessories,56.0,2.9,1,1,Debit Card,2
188,19,Male,Clothing,94.0,3.3,1,1,Other,2
189,50,Male,Clothing,53.0,3.1,1,1,Other,2
190,36,Male,Clothing,82.0,4.4,1,1,Credit Card,2
191,65,Male,Clothing,70.0,3.0,1,1,Other,2
192,64,Male,Jewelry & Accessories,76.0,3.9,1,1,Cash,2
193,46,Male,Clothing,29.0,2.9,1,1,PayPal,2
194,36,Male,Jewelry & Accessories,100.0,3.0,1,1,Other,2
195,51,Male,Jewelry & Accessories,94.0,3.1,1,1,Debit Card,2
196,51,Male,Clothing,25.0,4.3,1,1,Credit Card,2
197,38,Male,Clothing,88.0,3.9,1,1,Credit Card,2
198,59,Male,Jewelry & Accessories,78.0,3.2,1,1,Credit Card,2
199,57,Male,Jewelry & Accessories,45.0,4.8,1,1,Credit Card,2
200,54,Male,Jewelry & Accessories,73.0,3.8,1,1,Cash,2
201,25,Male,Clothing,61.0,3.3,1,1,Other,2
202,69,Male,Clothing,22.0,4.3,1,1,Other,2
203,57,Male,Jewelry & Accessories,38.0,2.7,1,1,Other,2
204,70,Male,Jewelry & Accessories,38.0,3.2,1,1,Other,2
205,24,Male,Clothing,100.0,4.0,1,1,Cash,2
206,67,Male,Clothing,64.0,3.0,1,1,PayPal,2
207,24,Male,Clothing,55.0,4.2,1,1,Other,2
208,62,Male,Jewelry & Accessories,91.0,2.9,1,1,Other,2
209,57,Male,Clothing,38.0,4.1,1,1,Credit Card,2
210,55,Male,Clothing,97.0,3.2,1,1,Cash,2
211,45,Male,Clothing,22.0,3.0,1,1,PayPal,2
212,69,Male,Clothing,92.0,4.2,1,1,Debit Card,2
213,67,Male,Jewelry & Accessories,84.0,4.2,1,1,Debit Card,2
214,30,Male,Jewelry & Accessories,93.0,4.4,1,1,Debit Card,2
215,24,Male,Clothing,50.0,4.2,1,1,Cash,2
216,62,Male,Jewelry & Accessories,64.0,2.8,1,1,PayPal,2
217,43,Male,Clothing,61.0,3.7,1,1,Other,2
218,35,Male,Jewelry & Accessories,48.0,3.5,1,1,Other,2
219,28,Male,Clothing,45.0,2.9,1,1,Credit Card,2
220,32,Male,Jewelry & Accessories,88.0,3.0,1,1,Cash,2
221,39,Male,Clothing,57.0,3.7,1,1,Debit Card,2
222,28,Male,Jewelry & Accessories,68.0,4.4,1,1,Other,2
223,47,Male,Jewelry & Accessories,94.0,4.5,1,1,PayPal,2
224,20,Male,Clothing,41.0,4.8,1,1,PayPal,2
225,63,Male,Clothing,83.0,2.9,1,1,Cash,2
226,25,Male,Clothing,22.0,3.2,1,1,Other,2
227,29,Male,Clothing,74.0,3.3,1,1,PayPal,2
228,50,Male,Clothing,90.0,4.2,1,1,Other,2
229,18,Male,Clothing,79.0,2.9,1,1,Credit Card,2
230,70,Male,Clothing,28.0,4.6,1,1,PayPal,2
231,66,Male,Jewelry & Accessories,88.0,4.1,1,1,Credit Card,2
232,28,Male,Clothing,26.0,3.1,1,1,Debit Card,2
233,54,Male,Jewelry & Accessories,27.0,4.2,1,1,Other,2
234,19,Male,Clothing,83.0,4.5,1,1,Other,2
235,20,Male,Jewelry & Accessories,39.0,3.7,1,1,Credit Card,2
236,43,Male,Jewelry & Accessories,89.0,3.7,1,1,Debit Card,2
237,38,Male,Clothing,68.0,3.4,1,1,PayPal,2
238,50,Male,Clothing,90.0,3.0,1,1,Debit Card,2
239,64,Male,Clothing,34.0,4.2,1,1,Cash,2
240,49,Male,Clothing,51.0,2.9,1,1,Credit Card,2
241,47,Male,Clothing,45.0,3.5,1,1,Other,2
242,36,Male,Clothing,88.0,4.1,1,1,Other,2
243,55,Male,Clothing,85.0,4.3,1,1,Debit Card,2
244,25,Male,Jewelry & Accessories,100.0,2.8,1,1,Debit Card,2
245,53,Male,Jewelry & Accessories,42.0,4.9,1,1,PayPal,2
246,49,Male,Clothing,53.0,3.3,1,1,Other,2
247,35,Male,Jewelry & Accessories,86.0,3.2,1,1,Other,2
248,29,Male,Clothing,66.0,4.4,1,1,Debit Card,2
249,47,Male,Jewelry & Accessories,100.0,4.8,1,1,PayPal,2
250,53,Male,Jewelry & Accessories,47.0,4.2,1,1,Credit Card,2
251,33,Male,Clothing,25.0,4.0,1,1,Other,2
252,21,Male,Jewelry & Accessories,51.0,2.5,1,1,PayPal,2
253,32,Male,Clothing,41.0,3.9,1,1,Other,2
254,52,Male,Clothing,73.0,4.9,1,1,Other,2
255,67,Male,Jewelry & Accessories,42.0,3.5,1,1,PayPal,2
256,43,Male,Jewelry & Accessories,20.0,4.2,1,1,Debit Card,2
257,58,Male,Jewelry & Accessories,30.0,4.7,1,1,Credit Card,2
258,20,Male,Jewelry & Accessories,53.0,4.5,1,1,Credit Card,2
259,61,Male,Jewelry & Accessories,74.0,2.8,1,1,Cash,2
260,32,Male,Clothing,57.0,2.9,1,1,Debit Card,2
261,38,Male,Jewelry & Accessories,57.0,3.2,1,1,Credit Card,2
262,21,Male,Clothing,77.0,4.9,1,1,Credit Card,2
263,37,Male,Clothing,40.0,3.7,1,1,Debit Card,2
264,27,Male,Clothing,46.0,4.3,1,1,Other,2
265,36,Male,Clothing,78.0,3.9,1,1,Cash,2
266,32,Male,Jewelry & Accessories,59.0,3.2,1,1,Other,2
267,51,Male,Jewelry & Accessories,75.0,3.1,1,1,Credit Card,2
268,64,Male,Clothing,54.0,3.9,1,1,Other,2
269,68,Male,Clothing,42.0,2.6,1,1,Cash,2
270,68,Male,Clothing,44.0,3.3,1,1,Cash,2
271,33,Male,Clothing,52.0,4.6,1,1,Other,2
272,65,Male,Jewelry & Accessories,69.0,4.6,1,1,Credit Card,2
273,48,Male,Jewelry & Accessories,26.0,4.4,1,1,Debit Card,2
274,69,Male,Clothing,33.0,4.2,1,1,Debit Card,2
275,59,Male,Jewelry & Accessories,32.0,3.0,1,1,Cash,2
276,48,Male,Jewelry & Accessories,85.0,4.0,1,1,Credit Card,2
277,25,Male,Clothing,30.0,3.5,1,1,Other,2
278,29,Male,Clothing,29.0,3.0,1,1,Other,2
279,57,Male,Clothing,95.0,3.7,1,1,Debit Card,2
280,23,Male,Clothing,69.0,4.0,1,1,Other,2
281,45,Male,Clothing,69.0,4.2,1,1,Cash,2
282,38,Male,Jewelry & Accessories,61.0,2.5,1,1,Debit Card,2
283,21,Male,Clothing,94.0,3.0,1,1,Cash,2
284,32,Male,Clothing,30.0,3.2,1,1,Other,2
285,63,Male,Clothing,45.0,3.5,1,1,PayPal,2
286,29,Male,Jewelry & Accessories,39.0,4.8,1,1,Debit Card,2
287,27,Male,Jewelry & Accessories,51.0,2.6,1,1,Debit Card,2
288,56,Male,Jewelry & Accessories,37.0,3.4,1,1,Other,2
289,30,Male,Clothing,62.0,3.7,1,1,Other,2
290,49,Male,Clothing,85.0,4.5,1,1,Credit Card,2
291,58,Male,Clothing,33.0,3.7,1,1,PayPal,2
292,57,Male,Clothing,26.0,3.3,1,1,Other,2
293,60,Male,Clothing,99.0,4.7,1,1,Cash,2
294,69,Male,Jewelry & Accessories,39.0,2.7,1,1,PayPal,2
295,70,Male,Clothing,20.0,4.6,1,1,Credit Card,2
296,53,Male,Jewelry & Accessories,42.0,2.7,1,1,Credit Card,2
297,25,Male,Clothing,74.0,4.8,1,1,Credit Card,2
298,48,Male,Clothing,26.0,4.4,1,1,Credit Card,2
299,69,Male,Clothing,53.0,4.0,1,1,Other,2
300,25,Male,Clothing,80.0,3.2,1,1,PayPal,2
301,29,Male,Jewelry & Accessories,98.0,4.4,1,1,PayPal,2
302,46,Male,Clothing,95.0,3.8,1,1,Credit Card,2
303,37,Male,Clothing,44.0,3.6,1,1,Other,2
304,20,Male,Clothing,60.0,3.3,1,1,Other,2
305,40,Male,Clothing,84.0,3.4,1,1,Credit Card,2
306,60,Male,Clothing,59.0,3.5,1,1,PayPal,2
307,26,Male,Clothing,49.0,3.6,1,1,Cash,2
308,29,Male,Jewelry & Accessories,32.0,3.2,1,1,Credit Card,2
309,66,Male,Jewelry & Accessories,29.0,3.7,1,1,Other,2
310,66,Male,Clothing,22.0,4.5,1,1,Cash,2
311,56,Male,Clothing,85.0,4.6,1,1,Cash,2
312,69,Male,Clothing,52.0,4.1,1,1,Other,2
313,38,Male,Clothing,89.0,3.4,1,1,PayPal,2
314,42,Male,Clothing,77.0,3.7,1,1,Credit Card,2
315,30,Male,Clothing,24.0,3.3,1,1,Debit Card,2
316,66,Male,Jewelry & Accessories,24.0,4.5,1,1,Debit Card,2
317,36,Male,Jewelry & Accessories,22.0,3.3,1,1,Other,2
318,58,Male,Clothing,82.0,4.3,1,1,Cash,2
319,45,Male,Jewelry & Accessories,67.0,2.5,1,1,Cash,2
320,47,Male,Clothing,74.0,2.6,1,1,Cash,2
321,66,Male,Jewelry & Accessories,72.0,4.9,1,1,Debit Card,2
322,41,Male,Clothing,36.0,4.7,1,1,Debit Card,2
323,41,Male,Jewelry & Accessories,95.0,3.0,1,1,Credit Card,2
324,66,Male,Clothing,78.0,3.5,1,1,PayPal,2
325,37,Male,Clothing,82.0,4.8,1,1,Other,2
326,70,Male,Clothing,70.0,4.3,1,1,Debit Card,2
327,62,Male,Jewelry & Accessories,41.0,3.2,1,1,Other,2
328,61,Male,Clothing,42.0,3.1,1,1,PayPal,2
329,48,Male,Clothing,50.0,2.8,1,1,Credit Card,2
330,70,Male,Clothing,31.0,2.9,1,1,Other,2
331,46,Male,Clothing,51.0,3.7,1,1,Other,2
332,31,Male,Clothing,98.0,3.3,1,1,PayPal,2
333,19,Male,Clothing,86.0,2.8,1,1,Credit Card,2
334,39,Male,Clothing,64.0,4.5,1,1,Other,2
335,41,Male,Clothing,46.0,2.6,1,1,Credit Card,2
336,20,Male,Clothing,85.0,3.7,1,1,Other,2
337,36,Male,Jewelry & Accessories,81.0,4.4,1,1,PayPal,2
338,32,Male,Clothing,59.0,4.3,1,1,Other,2
339,69,Male,Clothing,79.0,3.5,1,1,Cash,2
340,40,Male,Clothing,33.0,3.8,1,1,Credit Card,2
341,40,Male,Clothing,47.0,3.5,1,1,Other,2
342,20,Male,Jewelry & Accessories,20.0,4.6,1,1,Debit Card,2
343,64,Male,Clothing,36.0,2.6,1,1,Credit Card,2
344,27,Male,Clothing,39.0,4.4,1,1,Other,2
345,24,Male,Clothing,71.0,4.0,1,1,Debit Card,2
346,48,Male,Clothing,59.0,4.4,1,1,Other,2
347,49,Male,Clothing,50.0,4.7,1,1,Cash,2
348,36,Male,Clothing,41.0,3.9,1,1,PayPal,2
349,56,Male,Clothing,59.0,2.7,1,1,PayPal,2
350,37,Male,Jewelry & Accessories,87.0,3.7,1,1,Other,2
351,42,Male,Clothing,68.0,2.6,1,1,Other,2
352,28,Male,Clothing,90.0,3.9,1,1,Debit Card,2
353,27,Male,Clothing,71.0,4.9,1,1,Cash,2
354,63,Male,Clothing,64.0,4.1,1,1,Debit Card,2
355,58,Male,Jewelry & Accessories,76.0,3.0,1,1,Other,2
356,37,Male,Jewelry & Accessories,42.0,4.1,1,1,PayPal,2
357,56,Male,Clothing,80.0,3.8,1,1,Cash,2
358,18,Male,Jewelry & Accessories,56.0,4.0,1,1,Credit Card,2
359,48,Male,Jewelry & Accessories,25.0,3.6,1,1,Credit Card,2
360,31,Male,Clothing,74.0,3.0,1,1,Credit Card,2
361,51,Male,Clothing,30.0,3.0,1,1,Debit Card,2
362,65,Male,Clothing,96.0,2.6,1,1,Cash,2
363,53,Male,Clothing,64.0,3.4,1,1,Other,2
364,55,Male,Clothing,88.0,3.1,1,1,Other,2
365,62,Male,Clothing,88.0,3.0,1,1,Other,2
366,55,Male,Jewelry & Accessories,88.0,3.7,1,1,PayPal,2
367,64,Male,Clothing,36.0,3.5,1,1,Other,2
368,52,Male,Clothing,40.0,2.8,1,1,Other,2
369,24,Male,Jewelry & Accessories,39.0,4.5,1,1,Cash,2
370,38,Male,Jewelry & Accessories,40.0,3.3,1,1,PayPal,2
371,59,Male,Jewelry & Accessories,34.0,3.4,1,1,PayPal,2
372,27,Male,Clothing,83.0,3.2,1,1,PayPal,2
373,24,Male,Clothing,85.0,3.7,1,1,Debit Card,2
374,23,Male,Clothing,27.0,4.6,1,1,Other,2
375,69,Male,Jewelry & Accessories,78.0,5.0,1,1,Other,2
376,59,Male,Jewelry & Accessories,32.0,4.4,1,1,Debit Card,2
377,51,Male,Clothing,51.0,4.9,1,1,Other,2
378,63,Male,Jewelry & Accessories,32.0,4.1,1,1,Credit Card,2
379,54,Male,Clothing,62.0,4.9,1,1,Credit Card,2
380,32,Male,Clothing,29.0,4.7,1,1,Debit Card,2
381,39,Male,Jewelry & Accessories,69.0,3.0,1,1,Other,2
382,66,Male,Jewelry & Accessories,25.0,3.4,1,1,Credit Card,2
383,28,Male,Clothing,76.0,3.2,1,1,PayPal,2
384,50,Male,Jewelry & Accessories,77.0,2.9,1,1,PayPal,2
385,70,Male,Clothing,33.0,4.5,1,1,Other,2
386,67,Male,Clothing,93.0,2.7,1,1,Credit Card,2
387,64,Male,Jewelry & Accessories,39.0,3.4,1,1,PayPal,2
388,45,Male,Clothing,93.0,4.6,1,1,PayPal,2
389,22,Male,Jewelry & Accessories,82.0,2.7,1,1,PayPal,2
390,27,Male,Clothing,42.0,4.2,1,1,Other,2
391,25,Male,Jewelry & Accessories,71.0,3.2,1,1,PayPal,2
392,37,Male,Clothing,86.0,4.8,1,1,Cash,2
393,26,Male,Clothing,82.0,3.3,1,1,Credit Card,2
394,33,Male,Clothing,65.0,4.2,1,1,PayPal,2
395,43,Male,Jewelry & Accessories,29.0,4.8,1,1,Debit Card,2
396,37,Male,Clothing,65.0,4.9,1,1,PayPal,2
397,46,Male,Clothing,88.0,3.9,1,1,Other,2
398,22,Male,Jewelry & Accessories,46.0,3.0,1,1,Cash,2
399,20,Male,Clothing,67.0,4.6,1,1,Debit Card,2
400,60,Male,Jewelry & Accessories,35.0,3.5,1,1,Debit Card,2
401,39,Male,Clothing,66.0,4.8,1,1,PayPal,2
402,43,Male,Clothing,91.0,4.8,1,1,Cash,2
403,31,Male,Jewelry & Accessories,78.0,3.0,1,1,PayPal,2
404,19,Male,Clothing,45.0,4.5,1,1,Other,2
405,35,Male,Clothing,93.0,4.8,1,1,Credit Card,2
406,41,Male,Clothing,74.0,3.8,1,1,Cash,2
407,52,Male,Jewelry & Accessories,55.0,4.6,1,1,Cash,2
408,45,Male,Clothing,76.0,3.1,1,1,Credit Card,2
409,34,Male,Clothing,66.0,3.4,1,1,Cash,2
410,35,Male,Clothing,51.0,3.3,1,1,Other,2
411,29,Male,Clothing,26.0,4.8,1,1,Credit Card,2
412,59,Male,Clothing,29.0,2.8,1,1,PayPal,2
413,24,Male,Clothing,74.0,3.1,1,1,Other,2
414,70,Male,Jewelry & Accessories,99.0,4.6,1,1,Cash,2
415,29,Male,Jewelry & Accessories,88.0,2.6,1,1,Debit Card,2
416,67,Male,Clothing,31.0,2.6,1,1,Other,2
417,36,Male,Jewelry & Accessories,55.0,3.8,1,1,Other,2
418,23,Male,Clothing,81.0,4.5,1,1,Debit Card,2
419,18,Male,Clothing,73.0,3.0,1,1,Other,2
420,53,Male,Clothing,91.0,3.5,1,1,Credit Card,2
421,32,Male,Clothing,54.0,3.8,1,1,Debit Card,2
422,38,Male,Clothing,40.0,3.5,1,1,Cash,2
423,47,Male,Clothing,59.0,3.1,1,1,Debit Card,2
424,46,Male,Jewelry & Accessories,26.0,3.0,1,1,Credit Card,2
425,66,Male,Clothing,23.0,4.3,1,1,PayPal,2
426,40,Male,Clothing,87.0,3.3,1,1,Credit Card,2
427,43,Male,Clothing,71.0,4.7,1,1,Credit Card,2
